file	title	video_id	words
building-great-agent-skills-the-missing-manual.txt	Building Great Agent Skills: The Missing Manual	UNzCG3lw6O0	4219
building-interactive-uis-in-vs-code-with-mcp-apps-marlene-mhangami-lia.txt	Building Interactive UIs in VS Code with MCP Apps — Marlene Mhangami & Liam Hampton, GitHub	_xIwFcnHqp4	2847
building-safe-payment-infrastructure-for-the-autonomous-economy-steve.txt	Building safe Payment Infrastructure for the autonomous economy — Steve Kaliski, Stripe	KLSuFPj2ld0	3291
bypassing-the-multimodal-tax-hybrid-rag-sql-rrf-ui-telemetry-abed-mati.txt	Bypassing the Multimodal Tax: Hybrid RAG, SQL RRF & UI Telemetry - Abed Matini, Ogilvy	Akm1sqvWG4A	6284
can-llms-generate-enterprise-quality-code-prasenjit-sarkar-sonar.txt	Can LLMs generate Enterprise Quality Code? — Prasenjit Sarkar, Sonar	NuePCNMpWGc	2619
chat-and-citations-won-t-save-your-vertical-ai-atul-ramachandran-filed.txt	Chat and citations won't save your vertical AI - Atul Ramachandran, Filed Inc	RGiXcVxSD3s	2889
continual-learning-for-ai-agents-from-failures-to-durable-improvements.txt	Continual Learning for AI Agents: From Failures to Durable Improvements - Soheil Feizi, RELAI	2IxD9OB3XuQ	3230
dark-factory-openclaw-ships-faster-than-you-can-read-the-diff-vincent.txt	Dark Factory: OpenClaw Ships Faster Than You Can Read the Diff — Vincent Koc, OpenClaw	pmoDeA3RBZY	3258
deterministic-infra-for-non-deterministic-ai-agents-nishant-gupta-meta.txt	Deterministic Infra for Non-Deterministic AI Agents - Nishant Gupta, Meta Superintelligence Labs	APh1Vx0oLmQ	1045
develop-at-idea-velocity-jeffrey-lee-chan-snapchat.txt	Develop at Idea Velocity - Jeffrey Lee-Chan, Snapchat	9arM9b7JgOo	2672
don-t-let-the-llm-drive-ornella-bahidika-joel-allou-microsoft.txt	Don't Let the LLM Drive - Ornella Bahidika & Joel Allou, Microsoft	m24UKZomm7k	988
engineering-voice-agents-latency-quality-and-scale-rishabh-bhargava-to.txt	Engineering voice agents: Latency, quality, and scale — Rishabh Bhargava, Together AI	N7b1PJc7SFc	4663
enterprise-agents-have-a-structure-problem-ishita-daga-tesla.txt	Enterprise Agents Have a Structure Problem - Ishita Daga, Tesla	B8l81jhvHbI	1751
evals-are-broken-use-them-anyway-ara-khan-cline.txt	Evals Are Broken, Use Them Anyway — Ara Khan, Cline	QuuIywMG4s8	4050
every-solo-agent-builder-eventually-reinvents-a-worse-version-of-ci-cd.txt	Every Solo Agent Builder Eventually Reinvents a Worse Version of CI/CD - Sumaiya Shrabony	WLXxTaPagA8	1504
from-mcp-to-scale-pipelines-that-build-themselves-rafael-levi-bright-d.txt	From MCP to Scale: Pipelines That Build Themselves — Rafael Levi, Bright Data	zTZ0qunQXnM	3937
from-transcription-to-live-music-gemini-s-audio-stack-thor-schaeff-goo.txt	From Transcription to Live Music: Gemini's Audio Stack — Thor Schaeff, Google DeepMind	Bc6Ojl2XS1w	3084
frontier-results-on-device-rl-nabors-arize.txt	Frontier results, on device - RL Nabors, Arize	fWXJM-J0ZB8	4918
gpu-cloud-deployment-without-leaving-your-ide-audry-hsu-runpod.txt	GPU Cloud Deployment Without Leaving Your IDE — Audry Hsu, RunPod	zDGHt0LB-dA	2637
gtm-is-you-victoria-melnikova-evil-martians.txt	GTM Is You - Victoria Melnikova, Evil Martians	G6IlDzj8OjA	1981
how-lovable-self-improves-every-hour-benjamin-verbeek-lovable.txt	How Lovable self-improves every hour — Benjamin Verbeek, Lovable	KA5kPbdkK2E	3423
how-to-talk-to-statues-joe-reeve-elevenlabs.txt	How to talk to statues — Joe Reeve, ElevenLabs	u-rJwPPU3QA	6768
how-we-taught-agents-to-use-good-retrieval-hanna-lichtenberg-mixedbrea.txt	How we taught agents to use good retrieval - Hanna Lichtenberg, Mixedbread AI	1IdzkRVmWAA	2052
html-is-all-you-need-for-agents-to-make-graphics-amol-kapoor-nori.txt	HTML is All You Need (for Agents to Make Graphics) - Amol Kapoor, Nori	JRTAtZ5iBkU	1116
i-run-a-fleet-of-ai-agents-across-three-machines-here-s-what-broke-kyl.txt	I Run a Fleet of AI Agents Across Three Machines. Here's What Broke. - Kyle Jaejun Lee, KRAFTON	4kYl2_mqmnQ	1651
llm-observability-evaluation-experimentation-platform-dat-ngo-arize.txt	LLM Observability, Evaluation, Experimentation Platform — Dat Ngo, Arize	JsCCrBF7F1g	3106
mcp-apps-primitives-discovery-and-the-future-of-software-pietro-zullo.txt	MCP Apps: Primitives, discovery, and the Future of Software - Pietro Zullo, Manufact, Inc	sAOBXCDiDOs	4753
medic-for-apache-spark-first-aid-for-failing-jobs-drasko-profirovic-pi.txt	Medic for Apache Spark - First Aid for Failing Jobs - Drasko Profirovic, Pinterest	0RNNfxpdbQk	1569
openclaw-in-your-hand-building-a-physical-ai-terminal-lech-kalinowski.txt	OpenClaw in Your Hand: Building a Physical AI Terminal - Lech Kalinowski, Callstack	akk6KRlcwW4	2389
predicting-novel-research-directions-in-big-pharma-vasilije-markovic-c.txt	Predicting Novel Research Directions in Big Pharma - Vasilije Markovic, cognee	M7-KY0W-BPo	544
production-evals-for-agentic-ai-systems-nishant-gupta-meta-superintell.txt	Production Evals For Agentic AI Systems - Nishant Gupta, Meta Superintelligence Labs	vljxQZfJ9wY	1143
rag-is-dead-right-kuba-rogut-turbopuffer.txt	RAG is dead, right?? — Kuba Rogut, Turbopuffer	UM6sFg_jdlE	2182
recursive-coding-agents-raymond-weitekamp-openprose.txt	Recursive Coding Agents - Raymond Weitekamp, OpenProse	3hXJI2q0Jz8	3697
research-to-reality-bringing-frontier-ml-research-to-production-vaidas.txt	Research to Reality: Bringing Frontier ML Research to Production - Vaidas Razgaitis, Higharc	OXMMN-XbxwA	2281
respect-the-process-andrew-dumit-watershed-technology-inc.txt	Respect The Process - Andrew Dumit, Watershed Technology Inc.	CLttOU7n6sI	3373
road-to-5-million-tokens-breaking-barriers-in-long-context-training-ma.txt	Road to 5 Million Tokens: Breaking Barriers in Long Context Training — Max Ryabinin, Together AI	TUnPNY4E2fw	2091
self-driving-products-product-signals-to-pull-requests-joshua-snyder-p.txt	Self Driving Products: Product Signals to Pull Requests — Joshua Snyder, PostHog	zMiSRliEzv4	2882
semantic-blindness-500-000-sensors-confused-an-llm-raahul-singh-vanc-l.txt	Semantic Blindness: 500,000 Sensors Confused an LLM - Raahul Singh & Vanč Levstik, Phaidra	EUsPvBeIx70	2776
skills-are-the-new-sdks-elvin-aghammadzada-datarobot.txt	Skills are the New SDKs - Elvin Aghammadzada, DataRobot	LC3-P7v3yoI	4241
sovereign-escape-velocity-ownership-w-open-models-gus-martins-ian-ball.txt	Sovereign Escape Velocity: Ownership w Open Models — Gus Martins, & Ian Ballantyne, Google DeepMind	SS-A8sE7hkw	4032
spec-driven-testing-for-agents-with-a-brain-the-size-of-a-planet-steve.txt	Spec-Driven Testing for Agents With A Brain the Size of A Planet — Steven Willmott, SafeIntelligence	UQKg0td-Bf4	2748
stop-ai-agent-hallucinations-5-techniques-production-patterns-elizabet.txt	Stop AI Agent Hallucinations: 5 Techniques + Production Patterns - Elizabeth Fuentes, AWS	vJukHCIv7Ck	7191
stop-evaluating-models-like-it-s-the-50s-alejandro-vidal-mindmakers.txt	Stop Evaluating Models Like It's the 50s - Alejandro Vidal, Mindmakers	EfcfUB2uprc	3525
stop-making-models-bigger-make-them-behave-kobie-crawford-snorkel.txt	Stop Making Models Bigger, Make Them Behave — Kobie Crawford, Snorkel	TNwJ1LMiENk	4027
stop-writing-tone-instructions-layer-them-isadora-martin-dye-isadora-c.txt	Stop Writing Tone Instructions. Layer Them. - Isadora Martin-Dye, Isadora & Co	ij-AU9dpJjc	3716
structuring-the-unstructured-cedric-clyburn-red-hat.txt	Structuring the Unstructured - Cedric Clyburn, Red Hat	-x5GEVnkuRw	3937
swe-marathon-evaluating-coding-agents-at-billion-token-scale-rishi-des.txt	SWE-Marathon: Evaluating Coding Agents at Billion-Token Scale - Rishi Desai, Abundant AI	Rx8f05JI_WA	1538
swe-rebench-lessons-from-evaluating-coding-agents-ibragim-badertdinov.txt	SWE-rebench: Lessons from Evaluating Coding Agents — Ibragim Badertdinov, Nebius	wcUJWP6WpGM	2642
task-fidelity-scaling-laws-kobie-crawdord-snorkel.txt	Task Fidelity Scaling Laws — Kobie Crawdord, Snorkel	YYH0DMQr30A	3665
text-diffusion-brendan-odonoghue-google-deepmind.txt	Text Diffusion — Brendan O’Donoghue, Google DeepMind	r305-aQTaU0	5186
the-100-tool-agent-is-a-trap-sohail-shaikh-ankush-rastogi-prosodica.txt	The 100-Tool Agent Is a Trap - Sohail Shaikh & Ankush Rastogi, Prosodica	vh2VGuQ3zhY	3460
the-agent-ready-web-simplify-user-actions-with-webmcp-tara-agyemang-go.txt	The agent-ready web: Simplify user actions with WebMCP — Tara Agyemang, Google	ghJmWQCIHRM	3246
the-agentic-ai-engineer-benedikt-sanftl-mutagent.txt	The Agentic AI Engineer - Benedikt Sanftl, Mutagent	pSto5YaNGUo	4306
the-ai-bugpocalypse-is-here-now-what-jack-cable-corridor.txt	The AI bugpocalypse is here. Now what? - Jack Cable, Corridor	7JgIS42mz7U	3223
the-art-science-of-benchmarking-agents-vincent-chen-snorkel-ai.txt	The Art & Science of Benchmarking Agents — Vincent Chen, Snorkel AI	iNkFlCiij0U	4346
the-factory-that-dreams-39-ai-agents-no-framework-rushabh-doshi-machin.txt	The Factory That Dreams: 39 AI Agents, No Framework - Rushabh Doshi, Machinecraft	jtzh-GBXBWc	1395
the-future-is-domain-specific-agents-justin-schroeder-standardagents.txt	The Future Is Domain-Specific Agents - Justin Schroeder, StandardAgents	spNAUEgq_A8	5163
the-log-is-the-agent-ishaan-sehgal-omnara.txt	The Log Is The Agent - Ishaan Sehgal, Omnara	UPwGaM2MKHY	2546
the-miranda-hypothesis-how-hamilton-poisoned-persona-evals-jacob-e-tho.txt	The Miranda Hypothesis: How Hamilton Poisoned Persona Evals - Jacob E. Thomas, Results Gen	IJXjTLPzvAU	7003
the-missing-layer-after-launch-raphael-kalandadze-wandero-ai.txt	The Missing Layer After Launch - Raphael Kalandadze, Wandero AI	kZsf_Sfm7RU	3369
the-pipeline-is-dead-iris-ten-teije-sky-valley-ambient-computing.txt	The Pipeline Is Dead - Iris ten Teije, Sky Valley Ambient Computing	bRnoEpoK5m4	2788
the-production-ai-playbook-deploying-agents-at-enterprise-scale-sandip.txt	The Production AI Playbook: Deploying Agents at Enterprise Scale — Sandipan Bhaumik, Databricks	ObTPqBGsEbA	6538
the-prompt-is-still-a-punch-card-ted-johnson-joinin-ai.txt	The Prompt Is Still a Punch Card - Ted Johnson, JoinIn AI	hVJOnuhFmTA	3103
the-prompt-is-the-platform-dominik-tornow-resonate-hq.txt	The Prompt is the Platform - Dominik Tornow, Resonate HQ	DqtmZE6Hl0g	2088
the-ux-of-ai-making-ai-powered-apps-your-users-don-t-hate-kathryn-gray.txt	The UX of AI: Making AI-Powered Apps Your Users Don't Hate - Kathryn Grayson Nanz, Progress Software	L3RuP_q8Bwc	6294
turbocharge-your-agent-s-retrieval-with-turboquant-shashi-jagtap-super.txt	Turbocharge Your Agent's Retrieval with TurboQuant - Shashi Jagtap, Superagentic AI	tB9RKTrU-Ig	1851
turn-10-994-notes-into-memory-paul-iusztin-decoding-ai-louis-francois.txt	Turn 10,994 Notes Into Memory - Paul Iusztin, Decoding AI & Louis-François Bouchard, Towards AI	ZRM_TfEZcIo	6556
under-5-minutes-to-a-deployed-llm-endpoint-audry-hsu-runpod.txt	Under 5 minutes to a deployed LLM endpoint — Audry Hsu, RunPod	ILdE7FaAjVA	1812
user-signal-dies-at-the-retrieval-boundary-sonam-pankaj-starlightsearc.txt	User Signal Dies at the Retrieval Boundary - Sonam Pankaj, StarlightSearch	Jx4ZFEAq6bY	1867
using-spec-driven-development-for-production-workflows-erik-hanchett-a.txt	Using Spec-Driven Development for Production Workflows - Erik Hanchett, AWS	IddXPepIAS4	3287
voice-agents-that-handle-interrupts-chintan-agrawal-amazon-web-service.txt	Voice Agents That Handle Interrupts - Chintan Agrawal, Amazon Web Services	hMlLw1LeIK8	4746
voice-in-visuals-out-the-agony-and-the-ecstasy-allen-pike-forestwalk-l.txt	Voice In, Visuals Out: The Agony and the Ecstasy - Allen Pike, Forestwalk Labs	65X0pQ6Lmbg	1935
we-cut-94-of-ai-coding-tokens-with-a-local-code-index-rajkumar-sakthiv.txt	We Cut 94% of AI Coding Tokens With a Local Code Index - Rajkumar Sakthivel, Tesco	dRmWYHuIJxM	1320
wf2026-software-factories-keynotes-ft-microsoft-openai-openclaw-z-ai-g.txt	WF2026: Software Factories & Keynotes ft. Microsoft, OpenAI, OpenClaw, Z.ai (GLM), MiniMax, HF	htM02KMNZnk	88878
what-does-done-even-mean-agents-and-paperclip-s-liveness-model-dotta-p.txt	What Does Done Even Mean? Agents and Paperclip's Liveness Model - Dotta, Paperclip	7P0elyLIxXo	1325
what-if-the-harness-mattered-more-than-the-model-aditya-bhargava-etsy.txt	What if the harness mattered more than the model? - Aditya Bhargava, Etsy	2e9ANoOEn28	4372
what-if-the-network-was-the-sandbox-remy-guercio-tailscale.txt	What if the network was the sandbox? — Remy Guercio, Tailscale	BM2JX9hqsVQ	5469
what-lies-beneath-the-api-benjamin-cowen-modal.txt	What Lies Beneath the API — Benjamin Cowen, Modal	HvZXAOZ3iv8	1816
when-agents-meet-physical-data-the-other-physics-of-agent-harnesses-dm.txt	When Agents Meet Physical Data: The Other Physics of Agent Harnesses - Dmitry Petrov, DataChain	bUJgirn4_yc	3403
when-all-context-matters-extended-cache-augmented-generation-luis-rome.txt	When All Context Matters: Extended Cache Augmented Generation - Luis Romero-Sevilla, Orbis	XovaGv4f39A	852
why-can-t-anyone-answer-questions-about-the-business-garrett-galow-wor.txt	Why Can't Anyone Answer Questions About the Business? — Garrett Galow, WorkOS	iUWwcG-C8OU	3771
why-eval-is-the-next-great-compute-primitive-sunil-pai-matt-carey-clou.txt	Why Eval++ Is the Next Great Compute Primitive — Sunil Pai & Matt Carey, Cloudflare	SKDJo2CopRs	4748
why-mcp-and-chatgpt-apps-use-double-iframes-frederic-barthelet-alpic.txt	Why MCP and ChatGPT Apps Use Double Iframes — Frédéric Barthelet, Alpic	c-2eEv2ou7Y	3341
why-more-context-makes-your-agent-dumber-and-what-to-do-about-it-nupur.txt	Why More Context Makes Your Agent Dumber and What to Do About It — Nupur Sharma, Qodo	EcqMYoIV57A	4251
why-your-agent-disagrees-with-itself-and-what-to-do-about-it-diane-lin.txt	Why Your Agent Disagrees With Itself (And What To Do About It) - Diane Lin, Datadog	wEc9aG7cRQc	2872
you-can-t-prompt-the-room-the-last-skill-ai-won-t-replace-balazs-horva.txt	You Can't Prompt the Room: The Last Skill AI Won't Replace - Balázs Horváth, VisualLabs	6bmM45jkMDY	2339
you-might-not-need-50-diffusion-steps-ziv-ilan-nvidia.txt	You Might Not Need 50 Diffusion Steps — Ziv Ilan, Nvidia	gHs5ZiY80PM	3110
your-agent-failed-in-prod-good-luck-reproducing-it-tisha-chawla-sushee.txt	Your Agent Failed in Prod. Good Luck Reproducing It. - Tisha Chawla & Susheem Koul, Microsoft	Lc8zRh9muoY	2386
your-agent-is-wasting-tokens-and-you-don-t-know-it-erik-hanchett-aws.txt	Your Agent Is Wasting Tokens and You Don't Know It - Erik Hanchett, AWS	uiP88SpCi1Q	1000
your-agent-s-biggest-lie-i-searched-the-web-rafael-levi-bright-data.txt	Your Agent's Biggest Lie: "I Searched the Web" — Rafael Levi, Bright Data	btxGmN8RvNU	2697
your-agents-need-a-save-button-hamza-tahir-zenml.txt	Your Agents Need a Save Button - Hamza Tahir, ZenML	bZISsg7H7DA	2937
your-ai-product-will-fail-unless-you-can-explain-it-veronica-hylak-hey.txt	Your AI Product Will Fail Unless You Can Explain It - Veronica Hylak, Hey AI	d_Ftrl3vfV0	956
your-attention-is-the-bottleneck-not-your-agents-zack-proser-workos.txt	Your Attention Is the Bottleneck, Not Your Agents — Zack Proser, WorkOS	so9l_MwS2yg	5563
your-coding-agent-is-creating-review-debt-sachin-gupta.txt	Your Coding Agent Is Creating Review Debt - Sachin Gupta	TJPInBjhE4Q	3885
your-llm-deception-monitor-is-broken-the-fix-is-in-the-training-data-s.txt	Your LLM Deception Monitor Is Broken. The Fix Is in the Training Data - Sachin Kumar, LexisNexis	IQkVMvXQKLY	2174
your-voice-agent-doesn-t-need-a-frontier-model-joel-allou-ornella-bahi.txt	Your Voice Agent Doesn't Need a Frontier Model - Joel Allou & Ornella Bahidika, Microsoft	fnLBmfsI_Fg	891
